Transactions,Blocks,Output_Satoshis,anomaly
183,1107138,2319117.915,0
161,858953,2142790.417,0
176,925305,1870464.104,0
181,1070101,2613354.179,0
178,1102600,3015982.765,0
188,1187481,3531510.981,0
152,1016252,3449008.958,0
156,1057636,2492427.014,0
174,1043122,2895169.904,0
164,881151,1987675.08,0
171,1038351,2687922.77,0
156,1043614,3302129.257,0
186,1142229,3267550.708,0
185,1264802,2943542.647,0
169,1114985,2756649.28,0
171,976493,2356102.923,0
185,1047080,2389062.955,0
182,1086689,3005751.3,0
140,1032155,1984897.73,0
136,994169,2227875.178,0
132,975207,1791086.429,0
155,1063090,1901698.95,0
139,892665,1781229.264,0
152,790857,1427328.525,0
135,693608,1810627.098,0
142,723719,2185221.901,0
156,883729,2323583.618,0
149,879002,2067417.474,0
165,1007613,2311057.659,0
147,954112,2243962.344,0
163,812109,1638125.546,0
156,703918,1683244.829,0
171,997941,2536938.596,0
157,1099960,2816884.612,0
168,1246924,2737825.461,0
143,1043683,2921230.734,0
168,1068521,2979615.086,0
162,1060156,2757179.425,0
166,1057775,2520926.892,0
164,1083299,2246011.729,0
166,1036841,2162979.761,0
193,972454,1858450.481,0
178,884856,1779515.718,0
149,771871,1365097.695,0
155,691912,1269172.799,0
150,798088,1497810.168,0
159,887578,2889286.589,0
167,915850,2469526.194,0
173,903505,2156724.201,0
165,700505,1953499.509,0
178,685898,1460377.7,0
187,622701,1108525.071,0
167,696269,1525531.996,0
177,726805,1539514.46,0
176,696042,1502763.714,0
158,654213,1357490.317,0
155,618768,1702177.389,0
157,631248,1363301.068,0
158,606038,3128906.096,0
148,642319,1941048.853,0
167,641179,2359671.266,0
117,574211,1785708.486,0
160,710552,2190613.275,0
168,659720,1460796.38,0
158,539525,910042.4792,0
178,483849,972248.5047,0
185,598083,1848912.714,0
170,713305,1914332.616,0
141,588509,1160111.912,0
131,475821,1171509.554,0
135,537529,1144162.672,0
143,501907,1537986.4,0
151,433486,1398605.054,0
166,517421,1674741.825,0
164,496796,1315762.899,0
179,534700,1557016.979,0
131,559788,1418774.184,0
157,502764,1102895.659,0
149,472305,1473900.19,0
162,448403,1639023.581,0
162,517680,1789525.591,0
141,540408,1268017.879,0
169,558113,1325803.34,0
149,584836,1494875.802,0
148,507299,1010312.596,0
145,432256,746134.7536,0
171,423859,605383.3206,0
141,535828,845197.4917,0
160,611640,945506.246,0
155,567121,1383087.973,0
165,643443,1322629.878,0
156,629651,975776.2728,0
180,526099,789724.2894,0
148,460722,623927.2496,0
149,549142,902570.351,0
156,560344,939487.0739,0
157,600836,931240.7432,0
162,536603,1018318.349,0
146,592768,1207455.656,0
140,422295,625890.0685,0
153,415929,784076.1043,0
161,527935,1019469.317,0
158,530170,1602213.516,0
144,514008,1039106.576,0
144,567897,1948801.689,0
156,548433,1047182.678,0
149,426700,2430655.818,0
151,463138,1620373.97,0
155,517154,1333185.16,0
127,514698,1115427.341,0
152,517634,931832.7359,0
143,509054,1103657.685,0
133,515008,980288.452,0
156,432458,785311.5294,0
135,379374,814756.225,0
150,507986,1678498.606,0
152,507170,1073046.596,0
135,478986,1166089.647,0
152,525646,846121.8751,0
162,551840,1280581.959,0
128,402851,898889.5633,0
162,384282,840298.9303,0
156,464362,1456075.257,0
163,535674,1314862.308,0
147,523286,1419479.595,0
156,486276,1042336.944,0
138,555012,1254753.795,0
180,407376,743828.474,0
161,386145,731975.4306,0
147,473086,1209298.055,0
164,515193,942151.233,0
161,484442,1008501.798,0
154,559118,2136543.651,0
165,620348,1247341.485,0
137,442929,693088.2643,0
163,486658,751073.0061,0
141,526997,1361857.997,0
162,559340,1190315.828,0
160,557298,1115698.077,0
178,607869,1317693.618,0
137,621042,1525188.349,0
159,535241,915287.5837,0
160,487465,780480.296,0
153,619844,1097165.821,0
159,689821,1771582.254,0
123,591853,1975585.796,0
141,601526,1066987.868,0
142,620756,1535702.723,0
128,589372,1834487.973,0
158,525121,1615779.486,0
155,591388,1217251.513,0
158,592229,1025230.819,0
140,578385,1077024.262,0
151,624798,1354770.82,0
138,626527,1338541.954,0
161,565143,1061146.616,0
137,480865,1094581.323,0
150,558443,1376393.356,0
139,609393,1055634.468,0
160,566021,1062097,0
154,574961,1205082.434,0
127,631277,1308388.526,0
165,536245,1003638.305,0
148,443846,832115.8578,0
132,580456,1274955.018,0
146,587935,1066979.095,0
179,565495,1152448.452,0
132,518584,1051517.19,0
148,615078,1123058.013,0
154,468665,751248.4323,0
144,446643,732896.4836,0
157,545452,836558.7948,0
151,538862,925990.1388,0
162,599816,1078604.156,0
143,555491,1196000.244,0
176,570064,953634.68,0
162,441367,608494.332,0
164,410646,803684.8714,0
156,514688,1314911.043,0
139,550789,1280312.25,0
174,549747,1270075.633,0
170,563661,1377302.497,0
166,662226,1210052.76,0
152,479763,942371.6845,0
163,457396,935768.8091,0
183,560593,1494853.701,0
175,571014,1231018.701,0
147,564056,1138551.832,0
143,550366,1205874.233,0
145,590063,1440614.139,0
143,464646,874437.265,0
127,500729,1403865.802,0
140,572905,1688046.809,0
145,570960,1409209.454,0
143,585811,1878350.265,0
153,562190,1846267.953,0
153,598811,1728741.46,0
166,435387,820440.3378,0
157,409553,669222.3277,0
164,531721,1060965.789,0
155,524281,1472734.261,0
155,539627,1158473.62,0
170,538606,924429.0226,0
151,595351,1866676.266,0
160,465467,1430821.495,0
171,447241,900357.7451,0
157,531006,1293772.802,0
146,520301,879369.8474,0
121,502255,991757.0355,0
157,501141,912811.9757,0
151,566298,1080974.502,0
141,472600,738220.8729,0
147,439844,858834.3038,0
141,553362,997966.549,0
116,576936,1062622.83,0
134,561114,889925.0006,0
137,535982,1032507.618,0
160,648615,968279.4495,0
156,462871,610695.2741,0
158,443503,751033.9137,0
136,545499,1048702.078,0
149,571346,1174009.988,0
135,531978,844523.6648,0
141,521459,821091.0248,0
143,592142,886209.1382,0
133,466374,740316.1147,0
133,436376,747510.6286,0
120,549589,1215433.677,0
159,618402,1062550.41,0
174,633933,1137516.76,0
171,595731,965781.9976,0
154,629879,914113.8846,0
137,493740,642013.5658,0
182,456925,583088.1688,0
166,597569,971437.9065,0
159,681908,1184540.435,0
177,674731,996984.0171,0
165,616793,880778.2036,0
167,662413,975850.5305,0
145,503215,658610.4744,0
170,479254,661003.3242,0
134,610727,874826.1623,0
147,648342,871944.3434,0
150,631800,905661.7549,0
153,595761,920947.2215,0
166,679243,982848.1276,0
176,534616,966188.4193,0
160,479055,1022297.11,0
131,579680,1259506.28,0
151,611182,1138346.253,0
157,640586,1327631.369,0
149,594337,1117999.488,0
176,653648,973946.0398,0
170,511482,800612.2622,0
155,458121,606237.6112,0
150,589272,920752.3543,0
136,655312,1171296.375,0
161,679088,1053753.716,0
158,606135,911178.7936,0
152,644250,861833.5076,0
160,509834,666835.4931,0
145,491507,599012.1221,0
150,575014,859771.4703,0
148,567806,1041449.932,0
160,611657,906348.7742,0
117,453793,726698.5548,0
2,15489,19225.80574,1
94,368325,401164.275,0
173,463319,515508.3119,0
185,585010,974407.7735,0
153,616972,1898012.526,0
139,638060,901330.9707,0
154,589764,854611.4985,0
155,642507,1543688.526,0
151,565645,881906.2924,0
144,491490,827630.1381,0
144,575316,924600.6359,0
126,596961,936828.2666,0
132,633097,963010.4758,0
150,645864,1272957.101,0
152,670653,1086048.21,0
150,531346,718862.4172,0
163,495661,720066.6155,0
74,297030,526521.4015,1
